61,10634845011223625,27050,-129,-104,55533,1424072,6144,-3565,7037,9347,-819,3457
13,10634846283309327,25937,-5653,355,56231,1204761,1641,9264,3387,9647,-2604,376
8,10634848695588861,-7164,-9401,102,116611,3964665,5813,-1480,-8000,7421,-1230,-6588
8,10634849207585264,-7163,-9401,102,159296,6862219,5625,-4607,-6864,6357,-6472,-4205
8,10634849719581239,-7164,-9401,103,65796,5193513,-2594,4962,-8284,-7252,5899,-3548
61,10634849891185691,27049,-129,-101,56979,928253,2203,-2474,9435,7836,58,6212
8,10634850231577522,-7165,-9400,103,119023,10097872,-6702,5601,-4867,-8330,5211,-1856
8,10634850743573653,-7165,-9401,102,139342,10995685,-7888,1914,-5839,-9585,1946,-2079
13,10634850854264463,25937,-5653,354,52692,615228,-3057,8416,4451,7029,-7043,993
8,10634851255569598,-7165,-9401,103,145480,11455587,-8464,155,-5322,-9810,242,-1924
8,10634851767565854,-7165,-9401,103,109212,8516370,-8190,2165,-5312,-9502,2255,-2148
8,10634852279562002,-7164,-9401,104,82495,6223039,-7565,3193,-5706,-9035,3413,-2591
8,10634852791558060,-7164,-9401,103,103662,3932294,3109,-4028,-8608,4582,-6514,-6047
8,10634853303554097,-7163,-9402,101,241465,14295527,5353,-6618,-5247,6294,-7474,-2123
8,10634853815550048,-7163,-9402,101,228215,12367513,5684,-5698,-5934,7093,-6570,-2551
8,10634854327546711,-7163,-9402,101,202184,9636511,5204,-5340,-6662,6822,-6550,-3245
61,10634854771148232,27048,-129,-104,63283,1143782,-9660,2565,-310,-7529,6451,1296
8,10634854839542563,-7164,-9402,105,99808,6745547,-2037,-9789,-142,-5071,-8563,-975
8,10634855351538726,-7165,-9401,106,162577,14207294,-9876,1452,582,-9802,1953,-324
13,10634855425219783,25938,-5652,354,72093,395555,-1964,9672,1606,9206,3870,-518
8,10634855863534948,-7165,-9401,105,137807,11755923,-9950,797,-589,-9852,1573,-676
8,10634856375530923,-7164,-9402,105,77189,3272869,2179,-7794,-5873,2087,-8660,-4542
8,10634856887527258,-7164,-9402,105,70120,2485908,3140,-6362,-7047,4432,-6402,-6273
8,10634857399523339,-7164,-9402,105,84953,3276129,3327,-6712,-6623,4574,-7286,-5097
8,10634857911519375,-7163,-9403,104,148110,7594586,4773,-7208,-5024,6049,-7526,-2599
8,10634858423515689,-7163,-9403,103,139626,6117671,4663,-6184,-6324,6578,-6608,-3613
8,10634858935512055,-7163,-9402,103,111274,3541778,2954,-5814,-7580,4013,-6945,-5971
8,10634859447507818,-7164,-9402,105,54051,2269741,-1200,-8614,-4934,-7081,-5350,-4607
61,10634859651110498,27048,-129,-103,31678,333635,-6732,-6789,2927,1494,-7183,6794
8,10634859959503893,-7164,-9402,108,111827,8121911,-7911,738,6071,-9482,3056,857
13,10634859996174274,25938,-5654,354,47482,2096217,-6865,-7129,-1428,-640,-9942,-853
8,10634860471499993,-7165,-9402,108,212323,16215323,-9084,2252,3522,-9511,3047,495
8,10634860983495617,-7165,-9401,108,221220,16559590,-9277,2384,2869,-9510,3069,350
8,10634861495492290,-7165,-9402,108,133698,9548809,-9432,1648,2881,-9502,3112,120
8,10634862007488709,-7164,-9402,108,95145,5300651,-8464,-1342,5153,-9930,1016,595
8,10634862519484663,-7164,-9402,107,66652,3833033,-8574,1342,4967,-8280,5605,81
8,10634863031480868,-7164,-9402,106,37763,3819415,8468,-5263,762,9876,803,-1344
8,10634863543477020,-7164,-9402,106,27774,2985989,7861,-4376,4364,9540,2781,-1111
8,10634864055473061,-7164,-9402,107,72664,4865160,-8460,3447,4065,-7512,6600,-61
61,10634864531072838,27047,-129,-104,51592,640246,-9961,-350,-801,-8985,3974,1863
13,10634864567129259,25938,-5654,354,51894,1985722,-6625,-7297,-1688,-844,-9920,-935
8,10634864567469429,-7164,-9402,107,73885,5019978,-8742,3831,2980,-7458,6651,-350
8,10634865079465489,-7164,-9402,107,84545,4621795,-8980,-758,4333,-9873,1563,248
8,10634865591461431,-7164,-9403,108,67854,612685,-2633,-2856,9214,2224,-1120,9684
8,10634866103457808,-7164,-9403,107,44235,3640372,6143,-5834,5311,9945,-977,-359
8,10634866615453605,-7164,-9403,106,67656,4867646,5603,-7998,-2149,8623,-4764,-1711
8,10634867127450008,-7164,-9403,106,64425,4380108,5139,-8576,-172,8336,-5362,-1324
8,10634867639446304,-7164,-9403,106,73433,5168593,6524,-7492,1139,9006,-4282,-732
8,10634868151442411,-7164,-9403,105,46635,3455546,6995,-6339,-3298,9678,-976,-2317
8,10634868663438065,-7164,-9403,106,33298,1424087,-7895,-5993,1315,-9414,1406,-3063
13,10634869138085184,25938,-5655,354,89107,2774412,-2944,-9549,365,363,-9987,-329
8,10634869175434679,-7164,-9403,107,42660,1583745,-6734,-6550,3425,-9534,-2438,-1772
61,10634869411034873,27047,-129,-104,56846,778632,-9879,1399,-662,-7889,5960,1490
8,10634869687430557,-7164,-9403,107,21425,899080,-619,-9971,-425,7473,2110,-6300
8,10634870199426881,-7164,-9403,107,36204,4604541,3225,9355,-1438,3882,9108,-1402
8,10634870711422747,-7164,-9403,107,46814,4659847,2060,8336,5123,3416,9396,-196
8,10634871223418997,-7164,-9403,107,61830,5835841,6402,6588,3949,6535,7567,-133
8,10634871735415041,-7163,-9403,105,124318,8193056,7606,-5015,-4120,9189,-3524,-1771
8,10634872247411377,-7163,-9403,104,89862,4763427,6244,-4118,-6636,9160,-2231,-3333
8,10634872759407306,-7163,-9403,106,40304,3039465,9001,-2201,-3758,9213,2984,-2488
8,10634873271403431,-7163,-9403,106,53289,3263411,8041,-4648,-3703,9636,-699,-2578
13,10634873709039966,25938,-5653,353,70773,468235,-4888,8157,3091,-3038,9456,1157
8,10634873783399602,-7163,-9403,106,112703,8006246,9576,-2236,-1813,9943,-96,-1052
61,10634874290997127,27047,-129,-102,45321,356582,-9172,-2053,3413,-7115,-127,7025
8,10634874295395900,-7163,-9404,106,149784,10045747,9245,-2983,-2371,9845,-1348,-1114
8,10634874807392083,-7163,-9404,104,209701,11559355,6925,-5096,-5105,8458,-4904,-2098
8,10634875319388197,-7162,-9405,103,250658,13663913,6343,-6021,-4847,7554,-6255,-1950
8,10634875831384170,-7162,-9405,104,239346,13251381,6970,-5985,-3947,7984,-5799,-1614
8,10634876343380344,-7163,-9404,103,181903,8526135,6995,-5044,-5061,8591,-4510,-2416
8,10634876855376619,-7163,-9404,104,108442,2733097,5442,-4204,-7260,7186,-2226,-6587
8,10634877367372687,-7163,-9404,104,141673,5433458,6841,-4693,-5582,8717,-3618,-3304
8,10634877879368713,-7163,-9405,103,147121,5234470,6593,-4339,-6139,8692,-3234,-3739
13,10634878279995269,25940,-5655,353,14994,1072845,6407,3374,6895,7594,-6506,-23
8,10634878391365032,-7163,-9404,104,142099,6634218,8628,-2479,-4404,9739,738,-2144
8,10634878903361177,-7162,-9405,105,170125,8468921,8480,-5244,-757,9162,-3963,-582
61,10634879170958937,27045,-129,-104,117916,1882137,-9917,1259,-250,-9563,2860,602
8,10634879415357082,-7163,-9405,104,167791,7196619,5523,-7721,-3142,4631,-8697,-1704
8,10634879927353299,-7163,-9405,105,72113,5868418,-3288,-9333,-1441,-9420,-3268,-754
8,10634880439349506,-7164,-9404,105,97384,10840039,-9818,-1682,-879,-9882,1485,-373
8,10634880951345948,-7164,-9404,106,100006,10927832,-9713,1313,1980,-9418,3358,95
8,10634881463341683,-7163,-9404,107,74701,4287953,5310,2115,8205,1632,9647,2066
8,10634881975338210,-7163,-9405,106,64779,3546449,9579,-488,2827,6458,7630,251
8,10634882487334215,-7162,-9405,104,161069,7487496,7748,-5317,-3418,8947,-4133,-1691
13,10634882850950419,25939,-5654,354,18098,986223,4864,1990,8507,7409,-6711,220
8,10634882999330249,-7161,-9405,103,286630,16118221,8484,-3659,-3822,9586,-2482,-1394
8,10634883511326483,-7161,-9406,102,343098,18787914,7923,-4698,-3890,8980,-4164,-1416
8,10634884023322527,-7161,-9406,100,420492,21927657,7158,-5197,-4661,8315,-5280,-1723
61,10634884050921883,27045,-129,-107,107730,1118079,-6886,2204,-6907,-5970,7033,-3857
8,10634884535318430,-7161,-9406,101,393463,19296274,7291,-4869,-4809,8559,-4813,-1890
8,10634885047314667,-7161,-9406,101,293907,10837042,5953,-5563,-5796,6767,-6712,-3024
8,10634885559310967,-7162,-9406,103,161387,2986017,4577,-5533,-6958,-1638,-6568,-7359
8,10634886071307133,-7163,-9405,105,47134,10269117,-8053,3548,-4749,-8469,5293,-500
8,10634886583303078,-7163,-9405,106,139130,17027654,-8558,5135,-618,-8498,5268,-161
8,10634887095299255,-7163,-9405,105,76039,10561585,-6051,4752,-6386,-7945,5995,-959
13,10634887421905394,25940,-5653,362,197923,3566467,5841,4002,7060,9333,2525,2552
8,10634887607295445,-7163,-9405,104,66353,7583492,-697,4264,-9018,-6445,7480,-1578
8,10634888119291693,-7163,-9405,104,75995,6758274,2641,4632,-8459,-4057,8944,-1878
8,10634888631287661,-7163,-9405,104,106768,11912509,-6924,4563,-5587,-8312,5469,-988
61,10634888930884029,27043,-128,-101,184657,3047211,-9060,3995,-1390,-8278,5604,-248
8,10634889143283853,-7163,-9405,105,162796,16531172,-8354,4937,-2410,-8601,5078,-481
8,10634889655280160,-7163,-9405,104,145028,14219624,-7154,6053,-3488,-7856,6147,-689
8,10634890167276408,-7163,-9405,104,131449,12908829,-6996,6544,-2866,-7617,6454,-553
8,10634890679272319,-7164,-9404,106,265017,22664442,-8932,4401,916,-9016,4321,182
8,10634891191268520,-7164,-9405,105,202327,17323948,-9182,3887,-753,-9167,3991,-181
8,10634891703264644,-7163,-9405,104,45980,3451426,-4142,1379,-8996,-7830,5811,-2217
13,10634891992860314,25941,-5654,360,153766,2625072,6262,1558,7639,9564,-1033,2728
8,10634892215260715,-7162,-9406,103,118357,3895591,4605,-4479,-7662,7251,-5380,-4297
8,10634892727256929,-7162,-9406,101,174673,6238159,4800,-3875,-7869,7822,-4768,-4009
8,10634893239252983,-7162,-9406,102,112893,2340599,3500,-2601,-8999,6174,-1117,-7786
8,10634893751249045,-7163,-9406,103,83828,1981026,394,-3539,-9344,-6872,-1906,-7009
61,10634893810846069,27043,-129,-108,172187,1584320,-7082,1241,-6949,-8279,2957,-4764
8,10634894263245379,-7163,-9406,103,100975,2301737,3645,-4375,-8220,5335,-5635,-6306
8,10634894775241653,-7163,-9406,105,16615,1173878,6535,-7138,2517,-5409,8275,1500
8,10634895287237479,-7164,-9405,107,157987,12612654,-7615,4923,4213,-8239,5572,1032
8,10634895799233645,-7164,-9405,106,251036,20021580,-8913,4409,1052,-8955,4439,277
8,10634896311230036,-7164,-9405,106,243830,18718036,-9358,3195,1489,-9427,3312,400
13,10634896563815467,25941,-5655,363,167637,1653597,3118,2576,9145,8268,1336,5463
8,10634896823225929,-7164,-9405,104,135022,10021587,-8701,4751,-1309,-8463,5320,-250
8,10634897335222106,-7163,-9405,103,109122,5293114,-6133,2325,-7547,-8380,4726,-2725
8,10634897847218270,-7163,-9406,102,118211,2982904,1365,-173,-9904,6864,2342,-6883
8,10634898359214400,-7163,-9406,103,92403,4222959,4378,-126,-8989,9228,1908,-3345
61,10634898690809297,27042,-129,-108,182928,1774163,-7567,1601,-6337,-8583,3282,-3943
8,10634898871210295,-7163,-9406,103,75734,3590355,3932,1515,-9068,8274,4657,-3135
8,10634899383206570,-7163,-9406,104,60487,3759842,-5944,5654,-5717,-5674,8130,-1299
8,10634899895202647,-7164,-9405,102,131770,7550993,-6101,4895,-6229,-7230,6665,-1813
8,10634900407199031,-7163,-9405,102,101328,3930399,-1778,4448,-8777,-1154,9177,-3798
8,10634900919195094,-7163,-9405,102,108062,4402380,1125,4222,-8994,4320,8243,-3656
13,10634901134770520,25941,-5656,363,127086,1025271,3080,2045,9291,7880,-1341,6007
8,10634901431191339,-7163,-9406,102,100601,3505176,241,3870,-9217,3022,8517,-4279
8,10634901943187426,-7163,-9406,102,93524,3879041,3713,1411,-9176,8944,2836,-3456
8,10634902455183533,-7163,-9405,102,99090,5131741,560,6683,-7417,2379,9468,-2163
8,10634902967179676,-7164,-9406,103,85269,5067431,-4287,7817,-4528,-4121,9067,-891
8,10634903479175604,-7163,-9406,102,67874,3456322,135,7318,-6813,2543,9523,-1681
61,10634903570771164,27043,-130,-109,189051,1356368,-5639,-1161,-8175,-5654,-4155,-7124
8,10634903991172091,-7164,-9405,102,104037,5516077,-3181,7505,-5791,-3177,9356,-1532
8,10634904503168474,-7164,-9405,102,97834,5229752,-2980,8067,-5102,-2607,9575,-1231
8,10634905015164106,-7164,-9405,102,89311,3967661,-1503,7337,-6625,-295,9783,-2050
8,10634905527160455,-7164,-9405,98,238569,7860715,-3737,2441,-8948,-7967,3865,-4645
13,10634905705725541,25941,-5656,365,149396,1364769,3647,1376,9208,8268,-1707,5358
8,10634906039156442,-7164,-9406,98,214305,4674099,-1951,2118,-9576,-4985,4569,-7366
8,10634906551152792,-7164,-9406,97,231256,4487906,-1844,820,-9794,-5329,316,-8455
8,10634907063148709,-7163,-9406,95,287595,5988283,909,-437,-9948,4884,-3253,-8096
8,10634907575144872,-7163,-9406,95,298715,9810271,3160,-914,-9443,8294,-2831,-4815
8,10634908087141085,-7163,-9406,97,221083,6211617,2060,-1466,-9674,6568,-5136,-5519
61,10634908450732491,27043,-129,-103,103615,988481,-4760,-3379,-8118,3736,-8138,-4450
8,10634908599137254,-7163,-9406,98,197748,4950960,1631,-1297,-9780,5926,-5269,-6092
8,10634909111133509,-7163,-9406,98,195174,4782165,2091,-467,-9767,7409,-2729,-6135
8,10634909623129341,-7164,-9406,98,165338,2933517,-559,-685,-9960,-1542,-5348,-8307
8,10634910135125709,-7166,-9406,99,279239,19433419,-9092,366,-4146,-9964,-310,-783
13,10634910276681320,25940,-5656,360,77941,1608487,-5629,5068,6528,-9906,1235,572
8,10634910647121619,-7166,-9405,101,375350,26925916,-9426,3125,-1171,-9658,2591,-74
8,10634911159117907,-7166,-9405,102,386110,26324391,-8895,4467,-958,-9118,4105,-28
8,10634911671113921,-7166,-9405,100,381444,24589967,-8888,4022,-2192,-9286,3689,-380
8,10634912183110217,-7166,-9405,101,315323,18580939,-8561,4676,-2198,-8885,4574,-351
8,10634912695106430,-7166,-9405,100,257724,13332668,-8286,4893,-2718,-8591,5095,-474
8,10634913207102341,-7165,-9405,99,184655,5589918,-7207,3593,-5927,-8714,4287,-2381
61,10634913330695114,27044,-130,-102,118866,1521166,-1964,-4723,-8592,5409,-7513,-3778
8,10634913719098515,-7165,-9406,98,160986,2134989,-3924,1671,-9044,3296,-1816,-9264
8,10634914231094812,-7165,-9406,97,180669,3269751,-2614,966,-9603,5743,-3101,-7575
8,10634914743090843,-7165,-9406,98,138551,6627334,616,862,-9943,9440,-1895,-2700
13,10634914847636187,25943,-5657,363,108016,1955819,9319,766,3543,9514,-3066,263
8,10634915255086923,-7164,-9406,98,155193,8052548,1733,-379,-9841,9166,-3070,-2557
8,10634915767082947,-7165,-9406,98,154609,6563686,112,-1475,-9889,7657,-5614,-3136
8,10634916279079370,-7164,-9406,99,140493,9417358,3235,-2239,-9193,8833,-4361,-1718
8,10634916791075336,-7165,-9406,101,90945,4691283,108,2568,-9663,9828,-46,-1845
8,10634917303071473,-7165,-9406,101,135482,3634142,-7250,1894,-6621,-9678,-212,-2507
8,10634917815067764,-7165,-9406,101,131600,3064374,-6089,-50,-7932,-6539,-6498,-3873
61,10634918210657436,27045,-131,-101,120605,1632960,-459,-4880,-8716,6671,-6515,-3611
8,10634918327063957,-7165,-9406,100,138094,3015100,-3377,-651,-9389,2430,-8024,-5449
8,10634918839059946,-7165,-9406,99,166153,3250890,-4661,-179,-8845,-5439,-5905,-5961
8,10634919351056021,-7166,-9406,99,214828,7572641,-6793,2179,-7006,-9377,2253,-2642
13,10634919418591199,25942,-5657,370,135239,1326844,5327,3476,7715,8979,2778,3413
8,10634919863052448,-7166,-9406,99,204451,5628228,-6123,1227,-7809,-9247,95,-3805
8,10634920375048383,-7165,-9406,98,189731,2912142,-4519,1215,-8837,-6290,-7,-7773
8,10634920887044419,-7166,-9405,99,179872,4554787,-5999,3260,-7305,-7491,5635,-3482
8,10634921399040375,-7166,-9406,100,175659,4953088,-7075,2484,-6615,-9284,2644,-2608
8,10634921911036779,-7166,-9405,99,228611,9355501,-8033,1873,-5652,-9795,1180,-1626
8,10634922423032545,-7166,-9406,98,245331,8960077,-7343,517,-6768,-9619,-1233,-2437
8,10634922935029069,-7166,-9406,99,241535,9021062,-7722,543,-6329,-9698,-1169,-2137
61,10634923090619384,27043,-129,-97,129666,700833,-5398,113,-8416,-3218,3533,-8784
8,10634923447025118,-7166,-9406,99,207382,4480038,-6251,1917,-7565,-8637,2360,-4452
8,10634923959021341,-7165,-9406,100,106671,7416579,857,273,-9959,9706,-1957,-1398
13,10634923989546503,25942,-5657,367,100547,1030659,690,6551,7523,-5765,7858,2238
8,10634924471017371,-7165,-9406,100,121349,9237566,2858,-758,-9552,9612,-2424,-1311
8,10634924983013673,-7165,-9406,99,164102,9022721,1828,-1696,-9683,8945,-3878,-2222
8,10634925495009894,-7165,-9406,99,177136,12032713,3968,-2691,-8775,9056,-3933,-1583
8,10634926007006119,-7165,-9406,100,149971,8759485,2335,-2361,-9432,8837,-4276,-1901
8,10634926519002033,-7166,-9406,101,127562,4054806,-1205,-264,-9923,8753,-3412,-3426
8,10634927030998435,-7165,-9406,99,159187,6168946,818,-675,-9943,9036,-2901,-3150
8,10634927542994380,-7165,-9406,99,163965,7558868,2070,-1013,-9730,9255,-2791,-2558
61,10634927970581444,27047,-130,-95,119339,2276774,4357,-2249,-8715,9560,-1337,-2607
8,10634928054990564,-7165,-9406,100,149820,9963027,4361,-2616,-8609,9210,-3643,-1373
13,10634928560501951,25943,-5657,367,89781,521029,3730,6344,6769,906,9598,2653
8,10634928566986508,-7165,-9406,100,173596,11814322,4939,-3860,-7790,8767,-4645,-1240
8,10634929078982742,-7165,-9407,101,165344,12516566,4234,-7058,-5678,6945,-7174,-536
8,10634929590978790,-7165,-9407,101,115800,8269738,3302,-6505,-6839,7209,-6910,-508
8,10634930102974892,-7165,-9406,101,98312,6323439,3950,-3316,-8566,9237,-3745,-804
8,10634930614971071,-7166,-9406,101,96439,4149095,379,-4224,-9056,6896,-7116,-1344
8,10634931126967085,-7166,-9406,102,55206,1447395,-7613,-2889,-5804,-4824,-8116,3293
8,10634931638963481,-7166,-9406,102,77243,3277666,-9573,1675,-2355,-9363,2679,2268
8,10634932150959679,-7166,-9406,101,67568,1214035,-7261,1139,-6780,-8738,4495,1854
8,10634932662955706,-7166,-9406,101,62110,3162028,-1511,-5566,-8168,6229,-7811,426
61,10634932850543810,27045,-129,-91,89918,892115,-1253,384,-9913,7628,3602,-5368
13,10634933131456607,25942,-5657,370,137029,2063533,-3473,5758,7401,-8472,5010,1762
8,10634933174951780,-7166,-9406,103,13433,3205935,1443,-9597,2408,8997,-2622,3487
8,10634933686947957,-7165,-9406,104,33489,4924604,6821,6217,3848,9056,3372,2570
8,10634934198944132,-7165,-9406,103,94582,8925948,8660,-2814,-4131,9815,-1883,321
8,10634934710940354,-7165,-9407,103,110334,9673163,7743,-5761,-2615,8945,-4443,492
8,10634935222936340,-7166,-9406,102,50175,2389435,-1221,4660,-8762,5133,8552,708
8,10634935734932556,-7166,-9406,102,64216,4005609,-355,7298,-6826,3812,9235,426
8,10634936246928879,-7166,-9406,103,57147,3474255,-2314,7872,-5715,1751,9788,1057
8,10634936758924778,-7165,-9406,102,122284,8574264,7269,-1316,-6739,9909,-1171,-656
8,10634937270920961,-7164,-9407,100,250642,15853346,7122,-2648,-6500,9506,-2824,-1284
13,10634937702412395,25942,-5656,370,137105,1645628,-3085,5140,8003,-8552,4524,2524
61,10634937730506109,27045,-129,-89,81816,881682,-288,-1005,-9945,8840,302,-4664
8,10634937782917097,-7165,-9407,100,238517,13878168,6064,-4390,-6628,8438,-5177,-1407
8,10634938294913281,-7165,-9407,100,223730,12614306,6012,-4622,-6518,8301,-5411,-1342
8,10634938806909285,-7165,-9407,101,141691,7801569,5899,-5479,-5930,7834,-6177,-671
8,10634939318905533,-7166,-9406,101,108996,3270186,-2391,605,-9691,-8553,4289,-2904
8,10634939830901648,-7166,-9406,101,154131,7040589,-4068,2806,-8693,-7948,5687,-2116
8,10634940342897809,-7166,-9406,101,152223,6304218,-3479,2984,-8887,-7304,6397,-2393
8,10634940854894004,-7165,-9406,100,151578,3991004,-819,2491,-9649,-3101,8501,-4254
8,10634941366890204,-7166,-9406,101,118321,4358044,-1501,4041,-9022,-3527,9098,-2182
8,10634941878886400,-7166,-9406,102,139219,5946259,-3730,3669,-8521,-7086,6760,-2021
13,10634942273366895,25942,-5653,358,250456,5412292,-5672,8147,-1200,-7616,6408,-957
8,10634942390882369,-7166,-9406,102,154855,9143450,-5923,4962,-6347,-7789,6204,-902
61,10634942610468150,27044,-128,-89,120416,1411602,-4446,4085,-7971,-2384,9013,-3615
8,10634942902878550,-7166,-9406,103,178420,12032864,-7021,5912,-3967,-7809,6240,-257
8,10634943414874474,-7166,-9406,102,166700,9344818,-5310,6051,-5930,-6601,7459,-883
8,10634943926870830,-7165,-9406,101,157464,5448118,3353,1276,-9334,9316,1902,-3096
8,10634944438866844,-7165,-9406,101,203132,11115978,6396,-531,-7667,9809,-1042,-1636
8,10634944950863144,-7165,-9406,101,186756,10922203,7154,-519,-6967,9879,-966,-1211
8,10634945462859251,-7164,-9407,99,334416,20716602,7605,-2384,-6039,9499,-2858,-1260
8,10634945974855174,-7163,-9407,98,413860,24893668,7470,-2930,-5966,9276,-3473,-1375
8,10634946486851448,-7164,-9407,98,398331,21549876,6777,-3424,-6507,8821,-4396,-1687
13,10634946844322182,25942,-5653,358,221470,4231700,-5754,8057,-1399,-7830,6108,-1166
8,10634946998847734,-7164,-9408,98,363932,19001700,6231,-4591,-6331,7814,-6026,-1615
61,10634947490430371,27046,-129,-79,49513,1677271,7787,-6201,-950,9122,-4013,816
8,10634947510843594,-7164,-9408,100,286462,14246185,6237,-4997,-6010,7402,-6577,-1393
8,10634948022839787,-7164,-9408,101,223712,9779763,6329,-4788,-6083,7439,-6550,-1321
8,10634948534836002,-7164,-9407,101,173333,4510202,5520,-3461,-7585,7491,-6059,-2676
8,10634949046832276,-7165,-9407,101,125467,2980436,1581,-2358,-9588,-9287,-1550,-3368
8,10634949558828424,-7165,-9407,102,99898,3871861,1310,658,-9891,-8070,5698,-1548
8,10634950070824610,-7165,-9407,101,154822,3834003,4863,1159,-8660,5052,7978,-3288
8,10634950582820867,-7164,-9407,100,192494,5044249,5850,-1180,-8023,9482,-47,-3175
8,10634951094817032,-7164,-9407,100,205200,5683703,5838,-2255,-7798,9036,-3089,-2965
13,10634951415277165,25940,-5656,370,174747,2303975,-5808,6797,4477,-8548,5112,887
8,10634951606812979,-7165,-9407,100,172882,3353340,1347,-1394,-9810,-8298,-357,-5568
8,10634952118808920,-7166,-9407,101,201255,17740160,-7889,2264,-5711,-9611,2716,-490
61,10634952370392804,27046,-129,-76,11820,692034,4961,-7498,4377,9480,-1731,2668
8,10634952630805198,-7166,-9407,102,261753,23185988,-8788,3206,-3534,-9475,3191,-193
8,10634953142801383,-7166,-9406,102,270227,23276099,-8731,4010,-2769,-9236,3831,-49
8,10634953654797446,-7167,-9406,102,306712,25501174,-9289,2784,-2439,-9633,2681,-45
8,10634954166793713,-7167,-9407,102,288004,22890685,-9354,2144,-2810,-9769,2132,-98
8,10634954678789616,-7166,-9407,100,218009,13674048,-7398,2494,-6247,-9441,3169,-898
8,10634955190785855,-7166,-9407,100,214811,12046763,-6731,2762,-6860,-9178,3787,-1188
8,10634955702782103,-7166,-9407,100,193887,9846147,-6511,2365,-7211,-9288,3471,-1291
13,10634955986232423,25941,-5656,371,172769,1813079,-4543,7559,4712,-6923,7102,1268
8,10634956214778088,-7166,-9407,103,130530,8739909,-9683,1229,-2171,-9892,1141,911
8,10634956726774280,-7166,-9407,103,207856,14521139,-9438,3170,-931,-9470,3140,664
8,10634957238770355,-7167,-9407,103,212140,14329820,-9637,2519,-878,-9674,2437,675
61,10634957250355150,27046,-129,-76,17957,587906,1373,-6707,7288,8512,-3225,4138
8,10634957750766570,-7166,-9407,103,170409,10427923,-9750,1211,-1861,-9926,997,686
8,10634958262762716,-7167,-9407,104,206108,12930600,-9338,3576,10,-9210,3764,999
8,10634958774758817,-7167,-9406,105,293354,19057364,-8972,4341,799,-8901,4469,883
8,10634959286754868,-7167,-9407,103,245911,14721589,-8816,4683,-586,-8610,5040,674
8,10634959798751030,-7166,-9407,103,198341,10293123,-8828,4316,-1851,-8683,4927,556
8,10634960310747277,-7167,-9407,103,234694,12802975,-9188,3720,-1312,-9213,3852,523
13,10634960557187870,25940,-5656,372,169159,1692849,-5216,7218,4548,-7968,5942,1088
8,10634960822743182,-7166,-9407,102,191483,8194253,-8715,3390,-3541,-9174,3979,-3
8,10634961334739561,-7166,-9407,101,176673,6502187,-8592,3115,-4057,-9282,3718,-76
8,10634961846735556,-7167,-9407,101,185155,6878625,-8837,2168,-4147,-9835,1791,-235
61,10634962130317287,27046,-129,-77,51791,254561,-3749,-2271,-8987,-189,-4985,-8666
